               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  70,            0.024674,           0.0085886,           0.0053536,             0.99784,             0.99999,             0.99476,             0.81437,            0.012364,           0.0039429,           0.0013093,           0.0088755,           0.0088755,           0.0088755
                  71,            0.024395,           0.0087079,           0.0055175,             0.99147,             0.99981,             0.99486,             0.82454,            0.011832,           0.0040645,           0.0013939,           0.0088442,           0.0088442,           0.0088442
                  72,             0.02353,           0.0086288,           0.0047644,             0.99646,                   1,             0.99466,              0.8198,             0.01167,           0.0039467,           0.0012567,           0.0088124,           0.0088124,           0.0088124
                  73,            0.023958,           0.0088872,           0.0062598,             0.99757,             0.99812,             0.99498,              0.8222,            0.011677,           0.0040495,           0.0014611,           0.0087804,           0.0087804,           0.0087804
                  74,            0.024008,           0.0086136,           0.0047329,             0.99141,             0.99878,             0.99482,             0.82779,            0.012274,           0.0041451,           0.0014589,           0.0087479,           0.0087479,           0.0087479
                  75,            0.023286,           0.0085555,           0.0056965,             0.99563,             0.99813,             0.99487,             0.82685,            0.011612,           0.0039382,           0.0012332,           0.0087151,           0.0087151,           0.0087151
                  76,            0.023447,           0.0085924,           0.0042942,             0.99519,             0.99999,             0.99479,             0.82952,            0.012404,            0.003826,           0.0011069,            0.008682,            0.008682,            0.008682
                  77,            0.023082,            0.008922,           0.0042775,             0.99628,             0.99955,             0.99464,             0.82718,            0.012325,           0.0039063,           0.0010985,           0.0086485,           0.0086485,           0.0086485
                  78,            0.023647,           0.0086973,           0.0063374,             0.99695,             0.99996,             0.99496,             0.82963,            0.011491,           0.0038808,           0.0012661,           0.0086146,           0.0086146,           0.0086146
                  79,            0.023495,           0.0087519,           0.0066043,             0.99397,             0.99999,              0.9947,             0.82128,            0.011789,           0.0039739,            0.001447,           0.0085805,           0.0085805,           0.0085805
                  80,            0.023011,           0.0084737,           0.0051677,             0.99819,             0.99625,             0.99496,             0.81841,            0.012112,           0.0039644,           0.0010749,           0.0085459,           0.0085459,           0.0085459
